BRIN;VESTNR;naam;plaats;SCHOOLJAAR_2013;TOETS_2013;VERSIE_BL_2013;VERSIE_RW_2013;N_AFN_2013;N_AFN_2013_rw;N_DLN_2013;N_DLN_2013_rw;SCORE_2013;SCORE_2013_rw;SCHOOLJAAR_2012;TOETS_2012;VERSIE_BL_2012;VERSIE_RW_2012;N_AFN_2012;N_AFN_2012_rw;N_DLN_2012;N_DLN_2012_rw;SCORE_2012;SCORE_2012_rw;SCHOOLJAAR_2011;TOETS_2011;VERSIE_BL_2011;VERSIE_RW_2011;N_AFN_2011;N_AFN_2011_rw;N_DLN_2011;N_DLN_2011_rw;SCORE_2011;SCORE_2011_rw;DE_special_SCORE_2012;DE_special_SCORE_2012_rw;DE_SPECIAL_SCORE_2011;DE_SPECIAL_SCORE_2011_rw;status;gew03;gew12;ARUBA;DEMOLUKSEEILANDEN;GIEKENLAND;ITALIE;KAAPVERDIE;MAROKKO;NEDERLANDSEANTILLEN;NIETENGELSTALIGEN;PORTUGAL;SPANJE;SURINAME;TUNESIE;TURKIJE;VLUCHTELINGEN;VMLJOEGOSLAVIE;deelnaamper;waretoets;PRE_1;RES_1;verwacht;toegevoegd;waretoets1
10YQ;0,00;cdbs Jonglaren;Zuidlaren;2013,00;cito;;;13,00;;13,00;;539,70;;2012,00;cito;;;9,00;;9,00;;541,80;;2011,00;cito;;;11,00;;11,00;;533,80;;;;;;21,63;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,7%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,08;0,67;0,41;536,74;1,68;538,41
10YR;0,00;Sint Henricusschool;Klazienaveen;2013,00;cito;;;20,00;;20,00;;533,70;;2012,00;cito;;;24,00;;23,00;;537,60;;2011,00;cito;;;22,00;;22,00;;529,60;;;;;;10,01;0,16;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,48;-0,11;0,00;-0,11;534,01;-0,45;533,55
10YS;0,00;c.b.s. De Frissel;Feanwalden;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;28,00;28,00;28,00;28,00;67,20;119,70;2012,00;lvs;2010 BEGIN;2009 BEGIN;37,00;37,00;37,00;37,00;;;2011,00;anders;;;-1,00;;-1,00;;;;24.3;5.4;;;12,35;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;2,16;0,58;1,58;536,35;6,44;542,78
10YU;0,00;RK basisschool De Sasse Vaart;Sas van Gent;2013,00;cito;;;11,00;;11,00;;522,00;;2012,00;cito;;;6,00;;6,00;;531,50;;2011,00;cito;;;12,00;;12,00;;533,80;;;;;;9,29;0,05;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;1,9%;0,0%;1,9%;0,0%;0,0%;1,9%;0,0%;12,1%;0,9%;1,9%;100,00;-1,16;0,34;-1,51;535,40;-6,13;529,27
10YW;0,00;cbs de Parel;Terneuzen;2013,00;cito;;;10,00;;10,00;;535,00;;2012,00;cito;;;11,00;;11,00;;530,30;;2011,00;cito;;;6,00;;6,00;;535,90;;;;;;29,86;0,13;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,08;0,33;-0,41;535,35;-1,67;533,67
10YZ;0,00;rkbs Sint Jozef;Oudewater;2013,00;cito;;;30,00;;28,00;;533,20;;2012,00;cito;;;32,00;;31,00;;537,30;;2011,00;cito;;;27,00;;26,00;;532,50;;;;;;25,03;0,08;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;95,51;0,03;0,45;-0,42;535,84;-1,73;534,11
10ZF;0,00;R.K. Basisschool Verburch-hof;Poeldijk;2013,00;cito;;;43,00;;43,00;;531,40;;2012,00;cito;;;39,00;;37,00;;533,20;;2011,00;cito;;;24,00;;23,00;;535,50;;;;;;17,50;0,06;0,03;0,0%;0,0%;0,0%;0,4%;0,0%;0,7%;0,0%;0,4%;0,0%;0,0%;0,4%;0,0%;0,0%;1,1%;0,0%;97,17;-0,19;0,50;-0,69;536,05;-2,81;533,24
10ZH;0,00;Basisschool Cobbeek;Veldhoven;2013,00;cito;;;20,00;;19,00;;535,30;;2012,00;cito;;;17,00;;17,00;;533,20;;2011,00;cito;;;27,00;;27,00;;536,70;;;;;;13,61;0,06;0,05;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;2,5%;0,0%;0,0%;2,0%;0,0%;0,0%;0,0%;0,5%;98,44;0,23;0,39;-0,16;535,61;-0,66;534,95
10ZI;0,00;basisschool De Noorderpoort;Dongen;2013,00;cito;;;20,00;;20,00;;533,00;;2012,00;cito;;;21,00;;21,00;;532,80;;2011,00;cito;;;19,00;;19,00;;531,00;;;;;;23,08;0,10;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,9%;0,0%;0,0%;2,4%;0,0%;11,2%;0,0%;0,0%;100,00;-0,44;0,24;-0,68;534,99;-2,76;532,24
10ZK;0,00;R.K. basisschool De Regenboog;Venlo;2013,00;cito;;;21,00;;21,00;;533,80;;2012,00;cito;;;18,00;;30,00;;534,40;;2011,00;cito;;;23,00;;47,00;;535,80;;;;;;-4,81;0,18;0,15;0,0%;0,0%;0,0%;0,0%;0,0%;5,1%;1,1%;11,2%;0,0%;0,0%;1,1%;0,0%;19,2%;0,4%;2,5%;100,00;0,17;-0,66;0,82;531,34;3,34;534,68
10ZK;1,00;Leonardoschool Venlo, dependance van basisschool;Venlo;2013,00;cito;;;18,00;;18,00;;544,90;;2012,00;cito;;;14,00;;14,00;;542,30;;2011,00;cito;;;23,00;;23,00;;544,00;;;;;;;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;2,38;;;;;543,70
10ZL;0,00;Mariaschool;Oudenbosch;2013,00;cito;;;20,00;;20,00;;532,00;;2012,00;cito;;;19,00;;18,00;;537,40;;2011,00;cito;;;25,00;;25,00;;531,90;;;;;;-0,48;0,12;0,20;0,0%;0,0%;0,0%;0,0%;0,0%;15,7%;1,7%;2,9%;0,0%;0,0%;2,3%;0,0%;3,5%;0,0%;1,7%;98,44;-0,07;-0,33;0,26;532,67;1,06;533,73
10ZM;0,00;Kbs Kievitsloop;Breda;2013,00;cito;;;30,00;;30,00;;535,00;;2012,00;cito;;;45,00;;45,00;;538,00;;2011,00;cito;;;61,00;;61,00;;535,30;;;;;;18,55;0,08;0,01;0,0%;0,0%;0,3%;0,0%;0,0%;1,5%;0,0%;2,6%;0,0%;0,6%;1,7%;0,0%;0,0%;0,0%;0,3%;100,00;0,52;0,46;0,06;535,88;0,25;536,13
10ZN;0,00;basisschool De Zonnevogel;Oss;2013,00;cito_drempel;;;21,00;;21,00;;532,10;;2012,00;cito_drempel;;;25,00;;25,00;;526,30;;2011,00;cito_drempel;;;26,00;;25,00;;532,90;;;;;;-17,61;0,29;0,26;0,0%;0,6%;0,0%;0,0%;0,0%;0,6%;1,1%;11,3%;0,0%;0,0%;0,0%;0,0%;12,4%;0,0%;1,1%;98,61;-1,02;-1,38;0,36;528,41;1,46;529,87
10ZO;0,00;basisschool De Vlieger;Volkel;2013,00;cito;;;48,00;;48,00;;534,60;;2012,00;cito;;;32,00;;32,00;;530,20;;2011,00;cito;;;54,00;;54,00;;533,00;;;;;;26,78;0,08;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,36;0,46;-0,83;535,88;-3,36;532,52
10ZS;0,00;basisschool De Linge;Kapelle;2013,00;SEO;;;19,00;;19,00;;0,19;;2012,00;seo;;;7,00;;6,00;;-1,64;;2011,00;seo;;;20,00;;19,00;;0,48;;;;;;27,65;0,07;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,0%;95,65;-0,42;0,57;-0,98;536,32;-4,00;532,32
10ZT;0,00;"PCBS ""De Paasberg""";Oosterbeek;2013,00;cito;;;33,00;;33,00;;543,00;;2012,00;cito;;;28,00;;28,00;;539,10;;2011,00;cito;;;28,00;;28,00;;542,80;;;;;;26,91;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,86;0,78;1,08;537,18;4,41;541,59
10ZU;0,00;basisschool Wakersduin;Noordwijk Zh;2013,00;cito;;;26,00;;26,00;;537,50;;2012,00;cito;;;21,00;;21,00;;533,60;;2011,00;cito;;;30,00;;30,00;;537,40;;;;;;29,11;0,05;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,52;0,62;-0,10;536,52;-0,41;536,11
10ZW;0,00;Basisschool De Liaan;Helden;2013,00;cito;;;60,00;;59,00;;533,70;;2012,00;cito;;;52,00;;52,00;;535,30;;2011,00;cito;;;42,00;;42,00;;537,20;;;;;;19,97;0,05;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;99,35;0,34;0,53;-0,18;536,14;-0,74;535,40
10ZY;0,00;rkbs De Molenwiek;Bovenkarspel;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;38,00;38,00;38,00;38,00;62,50;112,90;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;48,00;48,00;48,00;48,00;;;2011,00;lvs;2010 midden;2009 midden;23,00;23,00;23,00;23,00;;;10.4;4.0999999999999996;30,40;13,00;20,57;0,06;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,99;0,47;0,52;535,93;2,10;538,03
10ZZ;0,00;P.C. Basisschool De Parel, locatie Holleblok;Huizen;2013,00;cito;;;25,00;;25,00;;532,30;;2012,00;cito;;;24,00;;24,00;;531,20;;2011,00;cito;;;25,00;;24,00;;537,20;;;;;;14,54;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,6%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;98,65;-0,12;0,61;-0,74;536,49;-2,99;533,50
11AA;0,00;basisschool De Biencorf;Oosterhout Nb;2013,00;drempel;;;26,00;;23,00;;534,10;;2012,00;cito;;;18,00;;18,00;;532,70;;2011,00;cito;;;30,00;;29,00;;534,90;;;;;;-0,46;0,25;0,21;0,0%;0,0%;0,0%;0,0%;0,0%;12,1%;0,5%;9,6%;0,0%;0,0%;0,0%;0,0%;22,7%;0,0%;0,0%;94,59;-0,17;-1,05;0,88;529,75;3,58;533,32
11AK;0,00;o.b.s. Anloo;Anloo;2013,00;cito;;;15,00;;15,00;;538,30;;2012,00;cito;;;13,00;;13,00;;532,90;;2011,00;cito;;;16,00;;16,00;;535,70;;;;;;19,52;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,38;0,65;-0,27;536,66;-1,12;535,54
11AL;0,00;De Sleutel;Schalkhaar;2013,00;cito;;;24,00;;23,00;;535,00;;2012,00;cito;;;39,00;;39,00;;542,40;;2011,00;cito;;;26,00;;26,00;;541,30;;;;;;12,23;0,02;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,4%;0,0%;0,0%;1,7%;0,0%;2,2%;0,0%;0,4%;98,88;1,38;0,52;0,87;536,10;3,53;539,63
11AM;0,00;Het Palet;Hattem;2013,00;cito;;;37,00;;37,00;;541,20;;2012,00;cito;;;41,00;;41,00;;541,20;;2011,00;cito;;;33,00;;31,00;;541,80;;;;;;21,85;0,09;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,7%;0,0%;0,0%;0,0%;0,0%;0,7%;98,20;1,79;0,48;1,32;535,94;5,36;541,30
11AN;0,00;o.b.s. Oan 't Skipperspypke;Koarnjum;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;5,00;5,00;5,00;5,00;59,00;108,00;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;12,00;12,00;12,00;12,00;;;2011,00;lvs;2010 midden;2009 midden;12,00;12,00;12,00;12,00;;;41.6;16.600000000000001;8,30;25,00;6,78;0,08;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;3,1%;0,0%;100,00;0,13;0,15;-0,02;534,62;-0,07;534,55
11AO;0,00;o.b.s. De Springplank;Siddeburen;2013,00;cito;;;36,00;;35,00;;534,90;;2012,00;cito;;;27,00;;27,00;;535,00;;2011,00;cito;;;22,00;;21,00;;531,50;;;;;;16,86;0,07;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;97,65;-0,09;0,41;-0,51;535,69;-2,06;533,63
11AQ;0,00;basisschool De Vos;Voorschoten;2013,00;cito;;;44,00;;44,00;;536,60;;2012,00;cito;;;43,00;;43,00;;532,80;;2011,00;cito;;;36,00;;36,00;;534,30;;;;;;16,16;0,04;0,02;0,0%;0,0%;0,5%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,5%;0,0%;100,00;0,12;0,59;-0,47;536,39;-1,90;534,50
11AT;0,00;cbs De Windroos;Amersfoort;2013,00;cito;;;15,00;;17,00;;529,80;;2012,00;cito;;;21,00;;21,00;;537,20;;2011,00;cito;;;12,00;;12,00;;537,60;;;;;;-24,52;0,08;0,16;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,9%;0,0%;100,00;0,24;-0,25;0,50;532,97;2,02;535,00
11AV;0,00;De Dorpsschool;Bathmen;2013,00;cito;;;25,00;;24,00;;535,40;;2012,00;cito;;;42,00;;42,00;;534,00;;2011,00;cito;;;30,00;;30,00;;528,90;;;;;;27,37;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;98,97;-0,34;0,74;-1,08;537,03;-4,40;532,63
11AX;0,00;Basisschool De Steege;Eibergen;2013,00;cito;;;13,00;;12,00;;532,10;;2012,00;cito;;;19,00;;19,00;;533,20;;2011,00;cito;;;17,00;;17,00;;532,40;;;;;;31,50;0,09;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;97,96;-0,38;0,36;-0,74;535,46;-3,01;532,45
11AY;0,00;Godelindeschool;Naarden;2013,00;cito;;;82,00;;82,00;;540,90;;2012,00;cito;;;83,00;;83,00;;542,70;;2011,00;cito;;;82,00;;82,00;;542,40;;;;;;30,58;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,97;0,83;1,14;537,39;4,65;542,03
11AZ;0,00;ATO-basisschool De Hobbit;Rosmalen;2013,00;cito_drempel;;;40,00;;40,00;;535,60;;2012,00;cito_drempel;;;45,00;;45,00;;537,20;;2011,00;cito;;;49,00;;42,00;;536,80;;;;;;19,28;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,0%;0,9%;0,0%;0,3%;0,0%;0,3%;94,78;0,76;0,62;0,14;536,51;0,57;537,08
11BF;0,00;o.b.s. De Mienskip;Buitenpost;2013,00;cito;;;18,00;;21,00;;533,00;;2012,00;cito;;;18,00;;18,00;;530,30;;2011,00;cito;;;14,00;;14,00;;539,50;;;;;;15,60;0,05;0,11;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;100,00;0,06;0,23;-0,16;534,93;-0,66;534,27
11BI;0,00;Openbare Basisschool Het Palet;Maastricht;2013,00;cito;;;19,00;;19,00;;540,10;;2012,00;cito;;;22,00;;20,00;;538,90;;2011,00;cito;;;19,00;;19,00;;539,70;;;;;;-2,31;0,15;0,10;0,0%;0,0%;0,6%;0,0%;0,0%;1,7%;0,0%;6,8%;0,0%;0,0%;0,6%;0,0%;1,1%;1,7%;0,6%;96,67;1,32;-0,23;1,55;533,07;6,29;539,36
11BL;0,00;De Dukdalf;Dronten;2013,00;drempel;;;30,00;;30,00;;535,00;;2012,00;drempel;;;34,00;;34,00;;537,00;;2011,00;drempel;;;38,00;;38,00;;530,80;;;;;;25,77;0,03;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;2,2%;0,9%;0,9%;0,0%;0,0%;0,9%;0,0%;4,8%;0,0%;0,0%;100,00;0,01;0,60;-0,60;536,46;-2,42;534,04
11BO;0,00;R. de Jagerschool;Woerden;2013,00;cito;;;28,00;;28,00;;536,50;;2012,00;cito;;;26,00;;26,00;;540,30;;2011,00;cito;;;28,00;;29,00;;536,30;;;;;;28,72;0,02;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;3,4%;0,0%;100,00;0,92;0,70;0,22;536,83;0,90;537,74
11BP;0,00;p.c.b.s. De Zaaier;Delfzijl;2013,00;cito;;;13,00;;13,00;;534,40;;2012,00;cito;;;20,00;;20,00;;538,00;;2011,00;cito;;;14,00;;13,00;;537,90;;;;;;-1,10;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,87;0,66;0,46;0,20;535,89;0,82;536,71
11BQ;0,00;Sint Willibrordus;Schiedam;2013,00;cito;;;24,00;;18,00;;527,60;;2012,00;cito;;;23,00;;19,00;;530,20;;2011,00;cito;;;24,00;;21,00;;530,70;;;;;;-7,15;0,25;0,09;0,5%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;2,3%;0,0%;0,5%;0,0%;0,0%;3,7%;0,0%;0,5%;81,69;-1,36;-0,63;-0,73;531,44;-2,95;528,49
11BS;0,00;basisschool Adwaita;Deventer;2013,00;cito;;;50,00;;50,00;;529,80;;2012,00;cito;;;41,00;;41,00;;534,40;;2011,00;cito;;;36,00;;36,00;;530,20;;;;;;-0,06;0,03;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,5%;0,0%;0,0%;0,3%;0,0%;1,9%;0,3%;0,0%;100,00;-0,61;0,28;-0,90;535,16;-3,65;531,51
11BT;0,00;Basisschool Prins Maurits;Enschede;2013,00;cito;;;17,00;;17,00;;531,60;;2012,00;cito;;;21,00;;21,00;;527,90;;2011,00;cito;;;24,00;;23,00;;537,50;;;;;;-42,02;0,07;0,16;0,6%;0,0%;0,0%;0,6%;0,0%;0,6%;0,6%;22,9%;0,0%;0,6%;5,0%;0,0%;8,4%;0,0%;0,6%;98,39;-0,44;-0,33;-0,10;532,65;-0,42;532,22
11BU;0,00;Paus Joannes;Haaksbergen;2013,00;cito;;;17,00;;17,00;;536,30;;2012,00;cito;;;15,00;;15,00;;533,70;;2011,00;cito;;;14,00;;11,00;;536,60;;;;;;20,36;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,0%;1,5%;0,0%;0,0%;93,48;0,28;0,70;-0,42;536,83;-1,71;535,12
11BW;0,00;Chr. Basisschool Het Braambos;Hoofddorp;2013,00;cito;;;61,00;;61,00;;535,90;;2012,00;cito;;;66,00;;64,00;;535,50;;2011,00;cito;;;57,00;;57,00;;537,10;;;;;;4,37;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,91;0,52;0,50;0,02;536,03;0,07;536,10
11BY;0,00;Cornelis Haak;Rotterdam;2013,00;cito;;;21,00;;19,00;;526,40;;2012,00;cito;;;49,00;;49,00;;533,00;;2011,00;cito;;;46,00;;46,00;;533,90;;;;;;-13,97;0,05;0,03;0,0%;0,0%;0,0%;0,0%;1,1%;1,5%;1,8%;4,8%;0,0%;0,0%;12,5%;0,7%;1,8%;0,4%;2,2%;98,28;-0,71;0,08;-0,79;534,34;-3,22;531,12
11CA;0,00;basisschool Koning Willem-Alexander;Staphorst;2013,00;cito;;;40,00;;40,00;;538,10;;2012,00;cito;;;34,00;;34,00;;538,50;;2011,00;cito;;;25,00;;25,00;;535,90;;;;;;20,80;0,28;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,86;-0,36;1,21;532,56;4,93;537,48
11CB;0,00;RK/PC Jenaplanbasisschool Kristalla;Emmen;2013,00;cito;;;21,00;;20,00;;531,40;;2012,00;cito;;;8,00;;8,00;;530,40;;2011,00;cito;;;14,00;;14,00;;532,10;;;;;;-14,02;0,21;0,07;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,67;-0,70;-0,47;-0,23;532,09;-0,94;531,14
11CC;0,00;rkbs De Zonnewende;Nijmegen;2013,00;cito;;;28,00;;28,00;;529,10;;2012,00;cito;;;25,00;;23,00;;528,30;;2011,00;cito;;;44,00;;43,00;;527,40;;;;;;-14,78;0,26;0,24;0,0%;0,0%;0,8%;0,0%;0,0%;6,5%;1,2%;4,5%;0,0%;0,0%;0,0%;0,0%;4,0%;0,0%;0,8%;96,91;-1,47;-0,93;-0,53;530,21;-2,16;528,05
11CD;0,00;basisschool Pr. Willem Alexander;De Lier;2013,00;cito;;;21,00;;20,00;;539,40;;2012,00;cito;;;27,00;;27,00;;533,30;;2011,00;cito;;;24,00;;24,00;;538,00;;;;;;27,56;0,14;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;98,61;0,67;0,22;0,46;534,88;1,85;536,73
11CE;0,00;CBS De Bron;Numansdorp;2013,00;cito;;;52,00;;53,00;;534,30;;2012,00;cito;;;43,00;;43,00;;539,00;;2011,00;cito;;;38,00;;38,00;;535,40;;;;;;29,25;0,04;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;100,00;0,56;0,66;-0,10;536,70;-0,41;536,29
11CF;0,00;Basisschool Prinses Beatrixschool;Heemstede;2013,00;cito;;;30,00;;30,00;;538,20;;2012,00;cito;;;31,00;;31,00;;541,50;;2011,00;cito;;;29,00;;29,00;;543,00;;;;;;31,85;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,71;0,85;0,86;537,47;3,50;540,97
11CF;1,00;Bosch en Hovenschool;Heemstede;2013,00;cito;;;26,00;;24,00;;540,80;;2012,00;cito;;;28,00;;28,00;;540,90;;2011,00;cito;;;25,00;;24,00;;543,10;;;;;;;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,20;1,82;;;;;541,40
11CG;0,00;Oranje-Nassauschool voor basisonderwijs;Nijkerk Gld;2013,00;cito;;;39,00;;39,00;;535,80;;2012,00;cito;;;36,00;;36,00;;530,80;;2011,00;cito;;;30,00;;29,00;;536,30;;;;;;18,05;0,14;0,09;0,0%;0,0%;0,0%;0,0%;0,0%;6,9%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;99,05;0,04;-0,02;0,06;533,94;0,24;534,18
11CI;0,00;cbs De Witte Roos;Maarssen;2013,00;cito;;;16,00;;16,00;;533,50;;2012,00;cito;;;35,00;;35,00;;535,30;;2011,00;cito;;;30,00;;30,00;;533,50;;;;;;9,37;0,17;0,11;0,0%;0,0%;0,0%;0,0%;0,0%;11,7%;0,0%;1,5%;0,0%;0,5%;2,6%;0,0%;0,5%;1,0%;0,5%;100,00;0,03;-0,22;0,24;533,13;0,98;534,11
11CJ;0,00;Goede Herderschool;Rotterdam;2013,00;cito;;;35,00;;35,00;;533,40;;2012,00;cito;;;35,00;;37,00;;529,40;;2011,00;cito;;;18,00;;18,00;;531,70;;;;;;-20,17;0,14;0,10;0,0%;0,0%;0,4%;0,0%;0,4%;8,9%;2,3%;5,4%;0,0%;0,0%;3,9%;0,0%;4,7%;0,4%;1,2%;100,00;-0,63;-0,32;-0,31;532,70;-1,27;531,43
11CK;0,00;Basisschool De Wildemaet;Elburg;2013,00;cito;;;21,00;;21,00;;534,70;;2012,00;cito;;;21,00;;20,00;;537,70;;2011,00;cito;;;16,00;;16,00;;531,80;;;;;;21,53;0,05;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,28;0,16;0,56;-0,40;536,28;-1,64;534,64
11CL;0,00;cbs De Kastanjehof;Hardenberg;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;24,00;24,00;24,00;24,00;63,30;118,00;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;22,00;22,00;22,00;20,00;;;2011,00;lvs;2010 midden;2009 midden;20,00;20,00;19,00;19,00;;;18.100000000000001;0;31,50;0,00;16,03;0,06;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,7%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;98,48;1,57;0,43;1,14;535,77;4,63;540,40
11CM;0,00;Basisschool De Rank;Veldhoven;2013,00;cito;;;26,00;;26,00;;537,10;;2012,00;cito;;;26,00;;25,00;;538,30;;2011,00;cito;;;30,00;;29,00;;533,40;;;;;;17,49;0,03;0,02;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;3,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,56;0,52;0,49;0,03;536,00;0,11;536,11
11CO;0,00;pcbs De Holm;Leusden;2013,00;cito;;;30,00;;30,00;;537,10;;2012,00;cito;;;24,00;;24,00;;537,40;;2011,00;cito;;;26,00;;26,00;;540,00;;;;;;26,14;0,01;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,03;0,76;0,27;537,09;1,10;538,19
