BEVOEGD GEZAG NUMMER;BRIN NUMMER;INSTELLINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES
37038;04PV;Streekschool De Wierde Gereformeerd Basisonderwijs;Aemckenheerd;2;9951 VZ;WINSUM GN;Groningen;0053;WINSUM;Gereformeerd vrijgemaakt;0595443326;www.gbsdewierde.nl;Aemckenheerd;2;9951 VZ;WINSUM GN
40865;01VG;Jenaplansch T Vlot;Waterman;1;9602 MT;HOOGEZAND;Groningen;0018;HOOGEZAND-SAPPEMEER;Algemeen bijzonder;0598323082;www.jenaplanschool.nl/vlot2;Postbus;41;9750 AA;HAREN GN
41025;00CS;De Leilinde;Burg. H.J. Wichersstraat;14;9671 JA;WINSCHOTEN;Groningen;1895;OLDAMBT;Gereformeerd vrijgemaakt;0597422953;                                                                                ;Burg. H.J. Wichersstraat;14;9671 JA;WINSCHOTEN
41025;03HO;GBS Klim-op;Zuiderstraat;1;9991 CM;MIDDELSTUM;Groningen;0024;LOPPERSUM;Gereformeerd vrijgemaakt;0595551782;www.vgponn.nl;Zuiderstraat;1;9991 CM;MIDDELSTUM
41025;03KR;Basisschool De Lichtbron;Donker Curtiusstraat;2;9602 PK;HOOGEZAND;Groningen;0018;HOOGEZAND-SAPPEMEER;Gereformeerd vrijgemaakt;0598323372;www.vgponn.nl/hoogezand;Donker Curtiusstraat;2;9602 PK;HOOGEZAND
41025;05LB;GBS de Horizon;Marijkelaan;3;9781 EG;BEDUM;Groningen;0005;BEDUM;Gereformeerd vrijgemaakt;0503015459;                                                                                ;Marijkelaan;3;9781 EG;BEDUM
41025;05OZ;Basisschool De Ster;Dorpshuisweg;36;9617 BN;HARKSTEDE;Groningen;0040;SLOCHTEREN;Gereformeerd vrijgemaakt;0504041338;                                                                                ;Dorpshuisweg;36;9617 BN;HARKSTEDE
41025;06EK;Basisschool Dr R J Damschool;Langelandsterweg;1;9982 BC;UITHUIZERMEEDEN;Groningen;1651;EEMSMOND;Gereformeerd vrijgemaakt;0595412990;                                                                                ;Langelandsterweg;1;9982 BC;UITHUIZERMEEDEN
41025;06EN;Gereformeerde Basisschool Het Baken;Stuurboordlaan;1;9934 JN;DELFZIJL;Groningen;0010;DELFZIJL;Gereformeerd vrijgemaakt;0596612722;http://baken.vgponn.nl;Stuurboordlaan;1;9934 JN;DELFZIJL
41025;06JE;Basissch Piet Prins;Maarsdreef;22;9501 AM;STADSKANAAL;Groningen;0037;STADSKANAAL;Gereformeerd vrijgemaakt;0599612564;www.vgponn.nl;Maarsdreef;22;9501 AM;STADSKANAAL
41025;06SE;Gereformeerde Basisschool De Poort;Emmerwolderweg;1;9791 JB;TEN BOER;Groningen;0009;TEN BOER;Gereformeerd vrijgemaakt;0503023072;                                                                                ;Postbus;25;9790 AA;TEN BOER
41025;07KK;Gereformeerde Basisschool De Handpalm;Prins Bernhardstraat;3;9965 RA;LEENS;Groningen;1663;DE MARNE;Gereformeerd vrijgemaakt;0595572070;www.gbsdehandpalm.nl;Postbus;6;9965 ZG;LEENS
41053;07WT;Groningse Schoolvereniging;Sweelincklaan;4;9722 JV;GRONINGEN;Groningen;0014;GRONINGEN;Algemeen bijzonder;0505270818;www.g-s-v.nl;Sweelincklaan;4;9722 JV;GRONINGEN
41261;03KP;Christelijke Basisschool Koning Willem-Alexander;Wilgenhof;36;9981 KJ;UITHUIZEN;Groningen;1651;EEMSMOND;Protestants-Christelijk;0595432136;www.koningwa.vcpong.nl;Wilgenhof;36;9981 KJ;UITHUIZEN
41261;05RP;Chr. Basisschool De Haven;Mr Van Roijenstraat;7;9959 PN;ONDERDENDAM;Groningen;0005;BEDUM;Protestants-Christelijk;0503049194;                                                                                ;Mr Van Roijenstraat;7;9959 PN;ONDERDENDAM
41261;05TO;Christelijke Basisschool De Fontein;A H Homanstraat;23;9791 BN;TEN BOER;Groningen;0009;TEN BOER;Protestants-Christelijk;0503021571;www.cbsdefontein.net;Postbus;6;9790 AA;TEN BOER
41261;05UG;Christelijke Basisschool De Rank;A G Bellstraat;14;9989 AT;WARFFUM;Groningen;1651;EEMSMOND;Protestants-Christelijk;0595423759;www.cbsderank.com;A G Bellstraat;14;9989 AT;WARFFUM
41261;05UU;Protestants Christelijke BasisschoolDe Piramiden;Hamrik;6;9951 JH;WINSUM GN;Groningen;0053;WINSUM;Protestants-Christelijk;0595442070;www.piramidenwinsum.nl;Postbus;32;9950 AA;WINSUM GN
41261;05XE;C B S  De Noordkaap;Willem de Merodelaan;1;9982 LK;UITHUIZERMEEDEN;Groningen;1651;EEMSMOND;Protestants-Christelijk;0595413662;www.noordkaapuithuizermeeden.nl;Willem de Merodelaan;1;9982 LK;UITHUIZERMEEDEN
41261;07EO;Christelijke Basisschool H H Simonides;Zuster Kortestraat;23;9983 SV;ROODESCHOOL;Groningen;1651;EEMSMOND;Protestants-Christelijk;0595413867;www.hhsimonidesroodeschool.nl;Postbus;14;9983 ZG;ROODESCHOOL
41261;07WQ;Christelijke Basisschool Ichthus;Gebroeders Gootjesstraat;47;9953 PV;BAFLO;Groningen;0053;WINSUM;Protestants-Christelijk;0595422704;www.ichthusbaflo.nl;Gebroeders Gootjesstraat;47;9953 PV;BAFLO
41261;07ZO;Christelijke Basisschool De Regenboog;Notaris A.H. Agessingel;10;9965 RD;LEENS;Groningen;1663;DE MARNE;Protestants-Christelijk;0595572017;www.cbsderegenboogleens.nl;Postbus;15;9965 ZG;LEENS
41261;08AY;CBS De Wieken;Oldenhuisstraat;6;9792 PM;TEN POST;Groningen;0009;TEN BOER;Protestants-Christelijk;0503022820;                                                                                ;Oldenhuisstraat;6;9792 PM;TEN POST
41261;08AZ;Christelijke Basisschool De Til;Kerkstraat;6;9797 PD;THESINGE;Groningen;0009;TEN BOER;Protestants-Christelijk;0503021172;www.cbsdetil.nl;Kerkstraat;6;9797 PD;THESINGE
41261;08BL;Christelijke Basisschool De Meander;Lindenlaan;14;9771 AM;SAUWERD;Groningen;0053;WINSUM;Protestants-Christelijk;0503061571;www.vcpo.nl;Lindenlaan;14;9771 AM;SAUWERD
41261;08BO;Basisschool Borg;Borgweg;46;9951 BG;WINSUM GN;Groningen;0053;WINSUM;Protestants-Christelijk;0595442318;www.borgschoolwinsum.nl;Borgweg;46;9951 BG;WINSUM GN
41261;08BW;Ichthusschool;H. Doornbosweg;2-A;9974 PE;ZOUTKAMP;Groningen;1663;DE MARNE;Protestants-Christelijk;0595402614;www.ichthusschoolzoutkamp.nl;Postbus;36;9974 ZG;ZOUTKAMP
41261;08BY;Christelijke Basisschool De Akker;Schoolstraat;8;9785 BB;ZUIDWOLDE GN;Groningen;0005;BEDUM;Protestants-Christelijk;0503012348;www.akkerzuidwolde.nl;Schoolstraat;8;9785 BB;ZUIDWOLDE GN
41261;09BL;School Met De Bijbel De Regenboog;Schoolstraat;12;9781 JN;BEDUM;Groningen;0005;BEDUM;Protestants-Christelijk;0503012724;www.regenboogbedum.nl;Postbus;77;9780 AB;BEDUM
41261;15DS;Hendrik de Cockschool;Borgweg;46-A;9971 CN;ULRUM;Groningen;1663;DE MARNE;Protestants-Christelijk;0595402567;www.hdecockschoolulrum.nl;Postbus;23;9965 ZG;LEENS
41358;05KU;Christelijk Nationale Basisschool De Verbindingsweg;Verbindingsweg;2;9581 TH;MUSSELKANAAL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599412502;www.deverbindingsweg.nl;Verbindingsweg;2;9581 TH;MUSSELKANAAL
41358;05KW;Christelijke Basisschool Anne de Vries;Margrietlaan;3;9503 KA;STADSKANAAL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599617411;www.cbsannedevries.nl;Margrietlaan;3;9503 KA;STADSKANAAL
41358;05TE;Christelijke Basisschool Het Gebint;Korteweg;2-A;9551 BM;SELLINGEN;Groningen;0048;VLAGTWEDDE;Protestants-Christelijk;0599322556;www.cbshetgebint.nl;Korteweg;2-A;9551 BM;SELLINGEN
41358;05TL;Oranje Nassauschool;Meidoornstraat;9;9501 VX;STADSKANAAL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599651572;www.pcoranjenassauschool.nl;Meidoornstraat;9;9501 VX;STADSKANAAL
41358;05XC;Christelijke Basisschool De Lindenborgh;Kerkstraat;1;9581 TV;MUSSELKANAAL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599412516;www.cbsdelindenborgh.picto.nl;Postbus;100;9580 AC;MUSSELKANAAL
41358;05XF;Christelijke Basisschool De Zaaier;Smederij;18;9541 AX;VLAGTWEDDE;Groningen;0048;VLAGTWEDDE;Protestants-Christelijk;0599345677;www.dezaaier.info;Smederij;18;9541 AX;VLAGTWEDDE
41358;07MC;CBS De Rank;Boslaan;18;9591 BJ;ONSTWEDDE;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599331677;www.derank-onstwedde.nl;Boslaan;18;9591 BJ;ONSTWEDDE
41358;07WN;Christelijke Basisschool De Ark;Acaciahage;17-19;9501 WD;STADSKANAAL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599614924;www.cbsdeark.picto.nl;Acaciahage;17-19;9501 WD;STADSKANAAL
41358;07WP;De Hoeksteen;Nederveen Cappelstraat;39;9561 KM;TER APEL;Groningen;0048;VLAGTWEDDE;Protestants-Christelijk;0599582040;www.dehoeksteenterapel.nl;Nederveen Cappelstraat;39;9561 KM;TER APEL
41358;08BS;Christelijk Nationaal Basisonderwijs Op de Zandtange;Zandtangerweg;29;9584 AL;MUSSEL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599454814;                                                                                ;Zandtangerweg;29;9584 AL;MUSSEL
41358;09BE;Christelijke Basisschool Maarsborg;De Wedde;11-13;9502 BD;STADSKANAAL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599615830;www.maarsborg.nl;De Wedde;11-13;9502 BD;STADSKANAAL
41358;10QG;Christelijke Basisschool Gabrieldam;Utrechtselaan;2;9501 PT;STADSKANAAL;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599613877;                                                                                ;Utrechtselaan;2;9501 PT;STADSKANAAL
41358;15BT;Christelijke Basisschool de Hochte;Beumeesweg;102;9661 AK;ALTEVEER GN;Groningen;0037;STADSKANAAL;Protestants-Christelijk;0599331348;www.dehochte.nl;Beumeesweg;102;9661 AK;ALTEVEER GN
41558;04HO;Wicher Zitsema-School Christelijk Basisonderwijs;Boerdamsterweg;12;9991 BN;MIDDELSTUM;Groningen;0024;LOPPERSUM;Protestants-Christelijk;0595551646;www.wicherzitsema.nl;Boerdamsterweg;12;9991 BN;MIDDELSTUM
41558;06NH;Christelijke Basisschool De Citer;Olingermeeden;8;9903 ET;APPINGEDAM;Groningen;0003;APPINGEDAM;Protestants-Christelijk;0596680003;www.cbsdeciter.nl;Postbus;70;9900 AB;APPINGEDAM
41558;07LU;Chr Basissch de Vore;Hallehuis;6;9932 CR;DELFZIJL;Groningen;0010;DELFZIJL;Protestants-Christelijk;0596654565;www.cbsdevore.nl;Postbus;132;9930 AC;DELFZIJL
41558;07ZS;Christelijke Basisschool Roemte;Bosweg;27-F;9919 TG;LOPPERSUM;Groningen;0024;LOPPERSUM;Protestants-Christelijk;0596571390;www.noordkwartier.nl;Postbus;21;9919 ZG;LOPPERSUM
41558;08AS;cbs De Borgstee;Nesweg;19;9909 AV;SPIJK GN;Groningen;0010;DELFZIJL;Protestants-Christelijk;0596592006;                                                                                ;Nesweg;19;9909 AV;SPIJK GN
41558;08UN;Basisschool De Windroos;Barklaan;10;9934 JT;DELFZIJL;Groningen;0010;DELFZIJL;Protestants-Christelijk;0596617487;www.cbsdewindroos.nl;Barklaan;10;9934 JT;DELFZIJL
41558;08VQ;Farmsumerborg;Borgshof;20;9936 CS;FARMSUM;Groningen;0010;DELFZIJL;Protestants-Christelijk;0596614118;www.cbsrengersborg.nl;Borgshof;20;9936 CS;FARMSUM
41558;09SR;Basisschool De Meerpaal;Waddenweg;8;9933 KH;DELFZIJL;Groningen;0010;DELFZIJL;Protestants-Christelijk;0596639230;www.cbsdemeerpaal.nl;Waddenweg;8;9933 KH;DELFZIJL
41558;10HK;Christelijke Basisschool de Triangel;Wethouder Olthoflaan;4-B;9902 LB;APPINGEDAM;Groningen;0003;APPINGEDAM;Protestants-Christelijk;0596680023;www.cbstriangel.nl;Postbus;64;9900 AB;APPINGEDAM
41558;11BP;CBS De Zaaier;Gersteland;1;9932 HZ;DELFZIJL;Groningen;0010;DELFZIJL;Protestants-Christelijk;0596680661;www.basisschooldezaaier.nl;Gersteland;1;9932 HZ;DELFZIJL
41558;16US;Christelijke Basisschool De Crangeborg;Bedumerweg;33;9921 PK;STEDUM;Groningen;0024;LOPPERSUM;Protestants-Christelijk;0596551302;www.cbscrangeborg.nl;Bedumerweg;33;9921 PK;STEDUM
41571;03LR;CBS Remmelt Booy;Terpstrastraat;12;9863 PV;DOEZUM;Groningen;0015;GROOTEGAST;Protestants-Christelijk;0594613743;www.remmeltbooy.pentaprimair.nl;Terpstrastraat;12;9863 PV;DOEZUM
41571;05OR;CBS Jan Kuipers;Noorderdwarslaan;19;9861 CB;GROOTEGAST;Groningen;0015;GROOTEGAST;Protestants-Christelijk;0594612880;www.jankuipers.pentaprimair.nl;Postbus;34;9860 AA;GROOTEGAST
41571;05QF;SWS De Groene Borg;Provincialeweg;55;9864 PB;KORNHORN;Groningen;0015;GROOTEGAST;Protestants-Christelijk;0594659104;www.maranatha.pentaprimair.nl;Provincialeweg;55;9864 PB;KORNHORN
41571;05UR;CBS De Wegwijzer;Oosterweg;56;9367 RM;DE WILP GN;Groningen;0025;MARUM;Protestants-Christelijk;0594641858;www.wegwijzer.pentaprimair.nl;Oosterweg;56;9367 RM;DE WILP GN
41571;06PQ;SWS De Klimboom;Hoofdweg;46;9362 RA;BOERAKKER;Groningen;0025;MARUM;Protestants-Christelijk;0594549015;www.klimboom.pentaprimair.nl;Hoofdweg;46;9362 RA;BOERAKKER
41571;06QT;CBS De Bron;Molenstraat;30-A;9363 BC;MARUM;Groningen;0025;MARUM;Protestants-Christelijk;0594641624;www.bron.pentaprimair.nl;Postbus;25;9363 ZG;MARUM
41571;06QV;CBS Rehoboth;Ykesloot;6;9821 TS;OLDEKERK;Groningen;0015;GROOTEGAST;Protestants-Christelijk;0594500998;www.rehoboth.pentaprimair.nl;Ykesloot;6;9821 TS;OLDEKERK
41571;07EM;CBS 't Fundamnent;Zeehaanstraat;3;9866 AT;LUTJEGAST;Groningen;0015;GROOTEGAST;Protestants-Christelijk;0594612192;www.fundamentlutjegast.pentaprimair.nl;Zeehaanstraat;3;9866 AT;LUTJEGAST
41571;07IM;SWS De Adeborg;Kleiweg;1-3;9831 PL;ADUARD;Groningen;0056;ZUIDHORN;Protestants-Christelijk;0504031800;www.aduard.pentaprimair.nl;Kleiweg;1-3;9831 PL;ADUARD
41571;07YQ;CBS De Borgstee;de Singel;11;9843 ES;GRIJPSKERK;Groningen;0056;ZUIDHORN;Protestants-Christelijk;0594213008;www.borgstee.pentaprimair.nl;de Singel;11;9843 ES;GRIJPSKERK
41571;08AF;CBS De Wingerd;Wengeweer;2;9883 PR;OLDEHOVE;Groningen;0056;ZUIDHORN;Protestants-Christelijk;0594591713;wingerd.pentaprimair.nl;Wengeweer;2;9883 PR;OLDEHOVE
41571;08AI;CBS De Rietstek;Wigbold van Ewsumstraat;1;9882 PM;KOMMERZIJL;Groningen;0056;ZUIDHORN;Protestants-Christelijk;0594213624;rietstek.pentaprimair.nl;Wigbold van Ewsumstraat;1;9882 PM;KOMMERZIJL
41571;08BV;CPO De Delta;M A D Bakkerstraat;41;9354 BR;ZEVENHUIZEN GN;Groningen;0022;LEEK;Protestants-Christelijk;0594632370;www.delta.pentaprimair.nl;M A D Bakkerstraat;41;9354 BR;ZEVENHUIZEN GN
41571;08SV;CDS De Klister;Verbindingsweg;4;9865 TE;OPENDE;Groningen;0015;GROOTEGAST;Protestants-Christelijk;0594659625;www.klister.pentaprimair.nl;Verbindingsweg;4;9865 TE;OPENDE
41571;11FK;Samenlevingsschool De Stapsteen;Oldenoert;23-I;9351 KN;LEEK;Groningen;0022;LEEK;Protestants-Christelijk;0594514711;www.stapsteen.pentaprimair.;Oldenoert;23-L;9351 KN;LEEK
41571;11RI;CBS Van Panhuys;de Knip;1-C;9351 XZ;LEEK;Groningen;0022;LEEK;Protestants-Christelijk;0594513955;www.vanpanhuys.pentaprimair.nl;de Knip;1-C;9351 XZ;LEEK
41571;11XF;CBS het Anker;Rijksstraatweg;1;9801 AM;ZUIDHORN;Groningen;0056;ZUIDHORN;Protestants-Christelijk;0594500313;www.anker.pentaprimair.nl;Rijksstraatweg;1;9801 AM;ZUIDHORN
41571;12BY;CBS De Regenboog;'t Oelbred;4;9356 ED;TOLBERT;Groningen;0022;LEEK;Protestants-Christelijk;0594515226;www.regenboogtolbert.pentaprimair.nl;'t Oelbred;4;9356 ED;TOLBERT
41571;12GQ;SWS de Vlieger;Hamsterpad;1;9804 PZ;NOORDHORN;Groningen;0056;ZUIDHORN;Protestants-Christelijk;0594500244;www.vlieger.pentaprimair.nl;Hamsterpad;1;9804 PZ;NOORDHORN
41571;12PJ;CBS de Windroos;Evertsenstraat;7;9801 GK;ZUIDHORN;Groningen;0056;ZUIDHORN;Protestants-Christelijk;0594500249;www.windroos.pentaprimair.nl;Evertsenstraat;7;9801 GK;ZUIDHORN
41574;08DF;Basisschool De Huifkar;Kievitstraat;6;9791 ER;TEN BOER;Groningen;0009;TEN BOER;Openbaar;0503022410;www.obsdehuifkar.nl;Postbus;5;9790 AA;TEN BOER
41574;08IB;Togtemaarschool;De Vlijt;14;9781 NR;BEDUM;Groningen;0005;BEDUM;Openbaar;0503013784;www.togtemaarschool.nl;Postbus;75;9780 AB;BEDUM
41574;08UD;Basisschool De Wilster;Florastraat;11;9991 CH;MIDDELSTUM;Groningen;0024;LOPPERSUM;Openbaar;0595552442;                                                                                ;Postbus;26;9990 AA;MIDDELSTUM
41574;09DP;Basisschool Garmerwolde;Dorpsweg;60;9798 PG;GARMERWOLDE;Groningen;0009;TEN BOER;Openbaar;0505420002;                                                                                ;Dorpsweg;60;9798 PG;GARMERWOLDE
41574;09IJ;Openbare Basisschool De Munte;Antoni Verburghwijk;5;9948 PA;TERMUNTERZIJL;Groningen;0010;DELFZIJL;Openbaar;0596601654;www.obsdemunte.nl;Antoni Verburghwijk;5;9948 PA;TERMUNTERZIJL
41574;10DX;Openbare Basisschool De Waarborg;Hoofdweg;79;9945 PC;WAGENBORGEN;Groningen;0010;DELFZIJL;Openbaar;0596541766;www.obsdewaarborg.nl;Hoofdweg;81-79;9945 PC;WAGENBORGEN
41574;10VH;Basisschool Jan Ligthart;Olingermeeden;2;9903 ET;APPINGEDAM;Groningen;0003;APPINGEDAM;Openbaar;0596622635;www.jan-ligthart.nl;Postbus;326;9900 AH;APPINGEDAM
41574;10VL;Openbare Basisschool De Woldrakkers;Burg. Garreltsweg;31;9946 PM;WOLDENDORP;Groningen;0010;DELFZIJL;Openbaar;0596601477;                                                                                ;Burg. Garreltsweg;33;9946 PM;WOLDENDORP
41574;11UY;Basisschool De Vuurvlinder;Wethouder Olthoflaan;4-A;9902 LB;APPINGEDAM;Groningen;0003;APPINGEDAM;Openbaar;0596624053;www.obsdevuurvlinder.org;Wethouder Olthoflaan;4-A;9902 LB;APPINGEDAM
41574;13XU;Basisschool Noorderbreedte;Waddenweg;6;9933 KH;DELFZIJL;Groningen;0010;DELFZIJL;Openbaar;0596639240;www.bsnoorderbreedte.nl;Waddenweg;6;9933 KH;DELFZIJL
41574;14BD;Openbare Basisschool Jan Ligthart;Botterlaan;1;9934 EW;DELFZIJL;Groningen;0010;DELFZIJL;Openbaar;0596612600;                                                                                ;Botterlaan;1;9934 EW;DELFZIJL
41574;14EG;Openbare Basisschool Tasveld;Gevelsteen;2;9934 LN;DELFZIJL;Groningen;0010;DELFZIJL;Openbaar;0596615211;www.obstasveld.nl;Gevelsteen;2;9934 LN;DELFZIJL
41574;15EM;Openbare Basisschool Meedhuizen;Hoofdstraat;21;9937 PB;MEEDHUIZEN;Groningen;0010;DELFZIJL;Openbaar;0596533445;                                                                                ;Hoofdstraat;21;9937 PB;MEEDHUIZEN
41574;15HW;Openbare Basisschool De Garven;Hallehuis;2;9932 CR;DELFZIJL;Groningen;0010;DELFZIJL;Openbaar;0596654560;www.degarven.nl;Hallehuis;2;9932 CR;DELFZIJL
41574;15KQ;Openbare Basisschool 't Zigt;Gersteland;3;9932 HZ;DELFZIJL;Groningen;0010;DELFZIJL;Openbaar;0596852718;www.obszigt.nl;Postbus;315;9930 AH;DELFZIJL
41574;18IZ;Basisschool Abt Emo;Huizingerweg;7-A;9922 PM;WESTEREMDEN;Groningen;0024;LOPPERSUM;Openbaar;0596551530;www.abtemoschool.nl;Huizingerweg;7-A;9922 PM;WESTEREMDEN
41574;18KT;Basisschool De Bongerd;Hilmaarweg;48;9921 RG;STEDUM;Groningen;0024;LOPPERSUM;Openbaar;0596551424;                                                                                ;Hilmaarweg;48;9921 RG;STEDUM
41574;18LH;Openbare Basisschool Fiepko Coolman;Mevr Evers-Dijkhuizenln;55;9909 EB;SPIJK GN;Groningen;0010;DELFZIJL;Openbaar;0596591468;                                                                                ;Mevr Evers-Dijkhuizenln;55;9909 EB;SPIJK GN
41574;18MW;Openbare Basisschool Hiliglo;Pastorielaan;1;9905 RD;HOLWIERDE;Groningen;0010;DELFZIJL;Openbaar;0596625420;www.hiliglo.nl;Pastorielaan;1;9905 RD;HOLWIERDE
41574;18OL;Basisschool De Zandplaat;Hoofdstraat;81;9915 PC;'T ZANDT GN;Groningen;0024;LOPPERSUM;Openbaar;0596581300;                                                                                ;Hoofdstraat;81;9915 PC;'T ZANDT GN
41574;19JK;Openbare Basisschool Pr Beatrix;Kwekersweg;1;9914 PK;ZEERIJP;Groningen;0024;LOPPERSUM;Openbaar;0596572827;www.prinses-beatrixschool.nl;Postbus;10;9919 ZG;LOPPERSUM
41574;19KX;Openbare Basisschool Wirdumerklimmer;Bosweg;27-G;9919 TG;LOPPERSUM;Groningen;0024;LOPPERSUM;Openbaar;0596572616;www.wirdumerklimmer.nl;Bosweg;27-9;9919 TG;LOPPERSUM
41613;00BB;Openbare Basisschool Letterwies;Meidoornstraat;20;9944 AR;NIEUWOLDA;Groningen;1895;OLDAMBT;Openbaar;0596541265;www.obsletterwies.nl;Postbus;32;9670 AA;WINSCHOTEN
41613;03DW;Openbare Basisschool Houwingaham;Linteloostraat;1;9693 BG;BAD NIEUWESCHANS;Groningen;1895;OLDAMBT;Openbaar;0597521616;www.houwingaham.nl;Linteloostraat;1;9693 BG;BAD NIEUWESCHANS
41613;06CN;Oosterschool voor Openbaar Basisonderwijs;Hoofdweg;233;9695 AH;BELLINGWOLDE;Groningen;0007;BELLINGWEDDE;Openbaar;0597531619;                                                                                ;Hoofdweg;233;9695 AH;BELLINGWOLDE
41613;06DG;Openbare Basisschool De Noordkaap;Huningaweg;8;9682 PB;OOSTWOLD GEM OLDAMBT;Groningen;1895;OLDAMBT;Openbaar;0597552121;www.obsdenoordkaap.nl;Huningaweg;8;9682 PB;OOSTWOLD GEM OLDAMBT
41613;08DD;Openbare Basisschool Drieborg;G Topelenstraat;9;9688 RN;DRIEBORG;Groningen;1895;OLDAMBT;Openbaar;0597521477;                                                                                ;G Topelenstraat;9;9688 RN;DRIEBORG
41613;08IC;Westerschool;Hoofdweg;77;9695 AC;BELLINGWOLDE;Groningen;0007;BELLINGWEDDE;Openbaar;0597532374;www.westerschool.net;Hoofdweg;77;9695 AC;BELLINGWOLDE
41613;09DO;Openbare basisschool de Uilenburcht;F J J Dreweslaan;1;9686 NG;BEERTA;Groningen;1895;OLDAMBT;Openbaar;0597331651;www.obsbeerta.nl;F J J Dreweslaan;1;9686 NG;BEERTA
41613;09EU;Openbare Basisschool Heiligerlee;Schoollaan;5;9677 PV;HEILIGERLEE;Groningen;1895;OLDAMBT;Openbaar;0597430730;www.obs-heiligerlee.nl;Postbus;6;9677 ZG;HEILIGERLEE
41613;10BG;Openbare Basisschool De Linde;Verlengde Berkenlaan;2;9663 GC;NIEUWE PEKELA;Groningen;0765;PEKELA;Openbaar;0597646004;www.basisschool-delinde.nl;Rozenlaan;2;9663 GB;NIEUWE PEKELA
41613;10DT;Samenwerkingsschool De Driesprong;Dorpsstraat;145-A;9699 PG;VRIESCHELOO;Groningen;0007;BELLINGWEDDE;Openbaar;0597541440;www.vrieskehonk.toplog.nl;Dorpsstraat;145-A;9699 PG;VRIESCHELOO
41613;10SZ;Openbare Basisschool Jaarfke;Torum;15;9679 CL;SCHEEMDA;Groningen;1895;OLDAMBT;Openbaar;0597592524;www.obsjaarfke.nl;Postbus;60;9679 ZH;SCHEEMDA
41613;11GF;Openbare Basisschool Hendrik Wester;IJsbaanlaan;36;9665 LH;OUDE PEKELA;Groningen;0765;PEKELA;Openbaar;0597613710;www.obshendrikwester.nl;Postbus;105;9665 ZJ;OUDE PEKELA
41613;11HF;Openbare Bassisschool Eexterbasisschool;Anemoonstraat;1;9679 EL;SCHEEMDA;Groningen;1895;OLDAMBT;Openbaar;0597592917;www.eexterbasisschool.nl;Postbus;60;9679 ZH;SCHEEMDA
41613;11JJ;De Vlonder;Wedderhofte;10;9698 AW;WEDDE;Groningen;0007;BELLINGWEDDE;Openbaar;0597561457;www.obsdevlonder.com;Wedderhofte;10;9698 AW;WEDDE
41613;11RY;Feiko Clockschool;Sportlaan;10;9665 HT;OUDE PEKELA;Groningen;0765;PEKELA;Openbaar;0597613678;                                                                                ;Postbus;1;9665 ZG;OUDE PEKELA
