BEVOEGD GEZAG NUMMER;BEVOEGD GEZAG NAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;ADMINISTRATIEKANTOORNUMMER;SOORT PRIMAIR ONDERWIJS
30235;Stichting Prot.-Chr. Onderwijs Boxmeer;Frans Halsstraat;29;5831 CA;BOXMEER;0756;BOXMEER;Protestants-Christelijk;0485571518;www.depeppels.nl;Frans Halsstraat;29;5831 CA;BOXMEER;606;BO
30240;Stichting QliQ Primair Onderwijs;Nieuwveld;61;5702 HW;HELMOND;0794;HELMOND;Rooms-Katholiek;0492477960;www.qliqprimair.nl;Nieuwveld;61;5702 HW;HELMOND;   ;BO
30263;Stichting tot het verstrekken onderw. op Gereform. grondslag;Stenenpad;3;4311 AJ;BRUINISSE;1676;SCHOUWEN-DUIVELAND;Algemeen bijzonder;0111482201;                                                                                ;Postbus;120;4310 AC;BRUINISSE;165;BO
30320;Stichting De Buitenveldertse Montessorischool;Sandenburch;1;1082 GN;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;0206400982;                                                                                ;Sandenburch;1;1082 GN;AMSTERDAM;222;BO
30330;Ver. voor P-C Basisonderwijs te Morra-Lioessens;Siniastrjitte;13;9134 NX;LIOESSENS;0058;DONGERADEEL;Protestants-Christelijk;0519321989;www.cbs-de-griffel.nl;Siniastrjitte;13;9134 NX;LIOESSENS;948;BO
30357;Stichting Katholiek Onderwijs Zeewolde;Gedempte Gracht;25;3894 BA;ZEEWOLDE;0050;ZEEWOLDE;Rooms-Katholiek;0639276505;www.sko-zeewolde.nl;Gedempte Gracht;25;3894 BA;ZEEWOLDE;706;BO
30582;Stg H3O v christ. peuterwerk kinderopv., prim./voortg. ond.;Kolfstraat;120;3311 XL;DORDRECHT;0505;DORDRECHT;Protestants-Christelijk;0788905000;www.h3o.nl;Postbus;151;3300 AD;DORDRECHT;   ;BO + SBO
30605;Stichting Zozijn Daniël de Brouwerschool;Lathmerweg;4;7384 AN;WILP GLD;0285;VOORST;Rooms-Katholiek;0571261411;www.danieldebrouwerschool.nl;Lathmerweg;4;7384 AN;WILP GLD;780;SO + VSO
30673;Stichting Hervormde Scholen te Voorthuizen;Van den Berglaan;12;3781 GG;VOORTHUIZEN;0203;BARNEVELD;Protestants-Christelijk;0342475196;                                                                                ;Van den Berglaan;12;3781 GG;VOORTHUIZEN;606;BO
30700;Ver. voor Chr. Primair Onderw. op Reform. Gr. Doetinchem eo;Grevengoedlaan;109;7009 DZ;DOETINCHEM;0222;DOETINCHEM;Reformatorisch;0314323135;                                                                                ;Grevengoedlaan;109;7009 DZ;DOETINCHEM;165;BO
30701;Stg. Alg. Bijzonder Onderwijs in Heemstede;Van der Waalslaan;33;2105 TC;HEEMSTEDE;0397;HEEMSTEDE;Algemeen bijzonder;0235472737;www.basisschooldeevenaar.nl;Van der Waalslaan;33;2105 TC;HEEMSTEDE;098;BO
30703;Stichting Evangelische Basisscholen;Holendrechtplein;42;1106 LP;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;0206961238;www.ebsdemorgenster.nl;Holendrechtplein;42;1106 LP;AMSTERDAM;638;BO
30709;Stichting Hindoe Onderwijs Nederland;Abraham van Beyerenstr;56;2525 TH;'S-GRAVENHAGE;0518;S GRAVENHAGE;Hindoeïstisch;0703656900;www.shon.nl;Postbus;52104;2505 CC;'S-GRAVENHAGE;136;BO
30715;Stichting voor Basisonderwijs Algem. Grondslag  Middelburg;Zuidsingel;17;4331 RR;MIDDELBURG;0687;MIDDELBURG;Algemeen bijzonder;0118613508;www.absmiddelburg.nl;Zuidsingel;17;4331 RR;MIDDELBURG;413;BO
30725;Stichting Islamitische Basisscholen;Woenselsestraat;316;5623 EG;EINDHOVEN;0772;EINDHOVEN;Islamitisch;0402460356;www.tarieq.nl;Postbus;1890;5602 CB;EINDHOVEN;606;BO
30731;Stichting Islamitisch Primair Onderwijs Rijnmond (SIPOR);Zegenstraat;120;3082 XZ;ROTTERDAM;0599;ROTTERDAM;Islamitisch;0104951580;www.sipor.nl;Postbus;51188;3007 GD;ROTTERDAM;706;BO
30742;Stichting Samenwerkingsschool;Drs. F. Bijlweg;3;1784 MC;DEN HELDER;0400;DEN HELDER;Algemeen bijzonder;0615312582;www.speciaalonderwijsdenhelder.nl;Postbus;6038;1780 KA;DEN HELDER;   ;SBO + SO + VSO
30815;Stichting J.C. Pleysierschool;Dr. van Welylaan;4;2566 ER;'S-GRAVENHAGE;0518;S GRAVENHAGE;Algemeen bijzonder;0703150000;www.pleysier.nl;Postbus;64602;2506 CA;'S-GRAVENHAGE;098;VSO
30824;Stg. Algemeen Basisonderwijs Rijnwaarden;'t Laantje;2-4;6916 CD;TOLKAMER;0196;RIJNWAARDEN;Algemeen bijzonder;0316541415;www.overlaat.nl;Postbus;35;6916 ZG;TOLKAMER;744;BO
30834;Stichting Montessori-Onderwijs Drachten;Dollard;19;9204 CK;DRACHTEN;0090;SMALLINGERLAND;Algemeen bijzonder;0512526066;www.deplotter.com;Dollard;19;9204 CK;DRACHTEN;780;BO
30835;Ver. v. Montessori-Onderwijs Westland;Madeweg;34-A;2681 PM;MONSTER;1783;WESTLAND;Algemeen bijzonder;0174280821;www.ewmm.nl;Madeweg;34-A;2681 PM;MONSTER;606;BO
30837;Ver. voor Chr. Spec. Onderwijs op Goeree-Overflakkee;Hobbemastraat;4;3241 AD;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Protestants-Christelijk;0187485624;www.sbodewegwijzer.nl;Postbus;80;3360 AB;SLIEDRECHT;136;SBO
30847;Stg. Montessori-/Tradit. B.O. Doesburg/Ellecom;Forsythiastraat;1;6982 BA;DOESBURG;0221;DOESBURG;Algemeen bijzonder;0313476407;www.montessorischooldoesburg.nl;Forsythiastraat;1;6982 BA;DOESBURG;744;BO
30849;Stg. v. Chr. Bas.onderw. op Ref. Grondslag voor Katwijk eo;Louise de Colignylaan;1;2224 VT;KATWIJK ZH;0537;KATWIJK;Reformatorisch;0714016729;                                                                                ;Louise de Colignylaan;1;2224 VT;KATWIJK ZH;165;BO
30852;Stg. v. Chr. (V) Spec. Ond. op Ref. Grondslag voor Gouda e.o;Hoogenburg;24;2804 ZR;GOUDA;0513;GOUDA;Protestants-Christelijk;0182570004;www.beversluisschool.nl;Hoogenburg;24;2804 ZR;GOUDA;165;SBO + SO + VSO
30853;Stichting Montessori Basisonderwijs Duiven e.o.;Bergdravik;2;6922 HM;DUIVEN;0226;DUIVEN;Algemeen bijzonder;0263112470;www.montesorri-groenering.nl;Bergdravik;2;6922 HM;DUIVEN;744;BO
30855;Stichting Vrije School Texel;Gasthuisstraat;55;1791 GK;DEN BURG;0448;TEXEL;Antroposofisch;0222312073;www.vrijeschooltexel.nl;Postbus;444;1780 AK;DEN HELDER;   ;BO
30866;Stichting Zonnehuizen;Utrechtseweg;69;3704 HB;ZEIST;0355;ZEIST;Algemeen bijzonder;0306955588;                                                                                ;Postbus;99;3700 AB;ZEIST;954;SO + VSO
30882;Stichting Eduvier Onderwijsgroep;De Schans;1901;8231 KM;LELYSTAD;0995;LELYSTAD;Algemeen bijzonder;0320252378;www.eduvier.nl;Postbus;2344;8203 AH;LELYSTAD;606;SO + VSO
30883;Stichting Islamitische School Amsterdam;Jan van Riebeekstraat;11-13;1057 ZW;AMSTERDAM;0363;AMSTERDAM;Islamitisch;0206180838;www.as-siddieq.nl;Jan van Riebeekstraat;11-13;1057 ZW;AMSTERDAM;136;BO
30889;Ver. Protestants-Christelijk Basisonderwijs te Beesd;Jeugdlaan;4;4153 BE;BEESD;0236;GELDERMALSEN;Protestants-Christelijk;0345681732;www.lingelaar.nl;Postbus;6;4153 ZG;BEESD;136;BO
30967;Vereniging een School met de Bijbel;Kamperzeedijk;18;8281 PG;GENEMUIDEN;1896;ZWARTEWATERLAND;Protestants-Christelijk;0383446550;                                                                                ;Kamperzeedijk;18;8281 PG;GENEMUIDEN;638;BO
30968;Stichting Prof. Dr. Leo Kanneronderw.gr.;Touwbaan;42-C;2352 CZ;LEIDERDORP;0547;LEIDERDORP;Algemeen bijzonder;0715173861;www.leokanner.nl;Touwbaan;42-C;2352 CZ;LEIDERDORP;098;SO + VSO
31017;Borgesius Stichting;Markt;32;4731 HP;OUDENBOSCH;1655;HALDERBERGE;Rooms-Katholiek;0165330894;www.borgesiusstichting.nl;Markt;32;4731 HP;OUDENBOSCH;   ;BO
31019;Stichting Kievietschool;Buurtweg;16;2244 AD;WASSENAAR;0629;WASSENAAR;Algemeen bijzonder;0705179252;www.kievietschool.nl;Buurtweg;16;2244 AD;WASSENAAR;098;BO
31032;Ver. tot Stg. & Instandhouding School met de Bijbel Hoornaar;Dirk IV-plein;33;4223 NJ;HOORNAAR;0689;GIESSENLANDEN;Protestants-Christelijk;0183589205;www.cbssamenopweg.nl;Dirk IV-plein;33;4223 NJ;HOORNAAR;606;BO
31075;Stichting van Brienenoordsch., samenwerkingssch. v. p-c en o;Percevalweg;4;3077 NK;ROTTERDAM;0599;ROTTERDAM;Algemeen bijzonder;0104828422;www.vanbrienenoordschool.nl;Percevalweg;4;3077 NK;ROTTERDAM;606;BO
31076;Stg. Onderw. Islamit. grondsl. Midden- en Oost-Nederland;De Mulderij;10;3831 NV;LEUSDEN;0327;LEUSDEN;Islamitisch;0334337336;www.simonscholen.nl;Postbus;11;3830 AA;LEUSDEN;638;BO
31077;Stg. Verstr. Christ. Onderwijs op Gereformeerde Grondslag;Lekdijk;236;2957 CK;NIEUW-LEKKERLAND;1927;MOLENWAARD;Protestants-Christelijk;0786934887;                                                                                ;Postbus;36;2950 AA;ALBLASSERDAM;165;BO
31080;Stichting Islamitisch College;Eduard van Beinumlaan;61;3122 TK;SCHIEDAM;0606;SCHIEDAM;Islamitisch;          ;www.elfurkan.nl;Postbus;799;3100 AT;SCHIEDAM;136;BO
31088;Stichting Islamitische Scholen Helmond en omgeving;Venuslaan;29;5702 GA;HELMOND;0794;HELMOND;Islamitisch;0492553941;                                                                                ;Postbus;395;5700 AJ;HELMOND;413;BO
31089;Stichting Montessorischool Hoogeveen;De Karn;5;7908 NX;HOOGEVEEN;0118;HOOGEVEEN;Algemeen bijzonder;0528220300;                                                                                ;Postbus;2132;7900 BC;HOOGEVEEN;780;BO
31118;Stichting Islamitische Scholen Rijn en Gouwe;Marsdiep;1-3;2401 XA;ALPHEN AAN DEN RIJN;0484;ALPHEN AAN DEN RIJN;Islamitisch;0172439937;                                                                                ;Postbus;80;3360 AB;SLIEDRECHT;136;BO
31162;Delftse Vereniging voor Montessori-Onderwijs;Jacoba van Beierenlaan;166;2613 JK;DELFT;0503;DELFT;Algemeen bijzonder;0152124800;www.montessoridelft.nl;Jacoba van Beierenlaan;166;2613 JK;DELFT;136;BO
31189;Ver. Verstrekken Basisonderw. op Gereformeerde Grondslag;Van Speijklaan;25;3931 AA;WOUDENBERG;0351;WOUDENBERG;Protestants-Christelijk;0332860475;                                                                                ;Van Speijklaan;25;3931 AA;WOUDENBERG;165;BO
31204;Ver. Chr. Nat. Schoolonderwijs te Lunteren;Kerkhoflaan;29;6741 BN;LUNTEREN;0228;EDE;Protestants-Christelijk;0318487271;www.cnsdetriangel-lunteren.nl;Postbus;137;6740 AC;LUNTEREN;606;BO
31227;Ver. Prot. Chr. Basisonderwijs 'Duinoordschool';Prins Mauritslaan;8;2582 LR;'S-GRAVENHAGE;0518;S GRAVENHAGE;Protestants-Christelijk;0703544323;www.duinoordschool.nl;Prins Mauritslaan;8;2582 LR;'S-GRAVENHAGE;065;BO
31237;Stichting Katholiek Onderwijs Veluwe-Vallei;Groenendaal;7;6715 BA;EDE GLD;0228;EDE;Rooms-Katholiek;0318640405;www.skovv.nl;Groenendaal;7;6715 BA;EDE GLD;606;BO
31267;Stichting Kathol. Basisonderwijs Goirle;Hoogen Dries;3;5051 WK;GOIRLE;0785;GOIRLE;Rooms-Katholiek;0135302548;www.skbg-goirle.nl;Postbus;29;5050 AA;GOIRLE;401;BO
31280;Ver. verstr. onderwijs op Geref. grondslag te Leerdam;Buizerdstraat;1;4143 BA;LEERDAM;0545;LEERDAM;Protestants-Christelijk;0345612802;www.calvijnschoolleerdam.nl;Palissade;22;4143 GB;LEERDAM;165;BO
31384;'Stichting SKOzoK', Samen Koersen op zichtbare ok;Pastoor Jansenplein;21;5504 BS;VELDHOVEN;0861;VELDHOVEN;Rooms-Katholiek;0402531201;www.skozok.nl;Pastoor Jansenplein;21;5504 BS;VELDHOVEN;953;BO + SBO
31552;Vereniging de Gooische School Laren;Oud Blaricummerweg;21-A;1251 GV;LAREN NH;0417;LAREN;Algemeen bijzonder;0355382234;www.degooischeschool.nl;Oud Blaricummerweg;21-A;1251 GV;LAREN NH;706;BO
31657;Stg. Penta, St. RK, Prot. Chr. & Interconfessioneel Onderwij;Maelsonstraat;28-D;1624 NP;HOORN NH;0405;HOORN;Samenwerking PC, RK;0229219171;www.stichtingpenta.nl;Maelsonstraat;28-D;1624 NP;HOORN NH;   ;BO
31890;Ver. tot het verstr. Onderwijs op Ger. grondslag te Borssele;Cleeuwendamme;1;4454 BX;BORSSELE;0654;BORSELE;Protestants-Christelijk;0113351370;www.kerstenschool.nl;Cleeuwendamme;1;4454 BX;BORSSELE;165;BO
31969;Het Timpaan/Stg. RK/Prot.-Chr. Basisonderw. Wehl & Nieuw-Weh;Koningin Wilhelminastr;10;7031 AC;WEHL;0222;DOETINCHEM;Rooms-Katholiek;0314681330;www.hettimpaan.nl;Koningin Wilhelminastr;10;7031 AC;WEHL;744;BO
32060;Stichting Katholiek Onderwijs Het Groene Lint;Wolfsdonk;6;4861 BB;CHAAM;1723;ALPHEN-CHAAM;Rooms-Katholiek;0161491693;www.bs-driesprong.nl;Postbus;21;4860 AA;CHAAM;   ;BO
32072;Ver. Stichting Instandshouding School met de Bijbel Moerkap.;Raadhuisstraat;38;2751 AV;MOERKAPELLE;1892;ZUIDPLAS;Reformatorisch;0795931284;www.cbs-rehoboth.nl;Postbus;50;2750 AB;MOERKAPELLE;165;BO
32073;Stg. Christelijke Onderwijsgrp Drenthe;Groningerstraat;96;9402 LL;ASSEN;0106;ASSEN;Protestants-Christelijk;0592409865;www.cogdrenthe.nl;Postbus;167;9400 AD;ASSEN;951;BO + SBO
32099;Stichting R.K. Basisscholen Vleuten, De Meern, Haarzuilens;Pastoor Boelenslaan;10;3454 AB;DE MEERN;0344;UTRECHT;Rooms-Katholiek;0306773827;www.rkscholenvdmh.nl;Postbus;87;3454 ZH;DE MEERN;136;BO
32177;Stichting Kiem Onderwijs;Meerloseweg;3;5402 XH;UDEN;0856;UDEN;Rooms-Katholiek;0413332396;www.kiemuden.nl;Postbus;15;5400 AA;UDEN;401;BO + SBO
32202;Ver. Stg. Schol. met de Bijb. te Giessen-Nieuwkerk e.o.;Johan de Kreijstraat;2;3381 DG;GIESSENBURG;0689;GIESSENLANDEN;Protestants-Christelijk;0184652731;                                                                                ;Johan de Kreijstraat;2;3381 DG;GIESSENBURG;136;BO
32203;Stichting Katholiek Onderwijs Ginneken;van Gaverenlaan;18;4835 CD;BREDA;0758;BREDA;Rooms-Katholiek;0765600332;                                                                                ;Postbus;59190;3008 PD;ROTTERDAM;950;BO
32216;Stichting Entrea Jeugdzorg;Scheidingsweg;6;6551 AV;WEURT;0209;BEUNINGEN;Rooms-Katholiek;0243780806;www.entrea.nl;Postbus;6546;6503 GA;NIJMEGEN;   ;SO
32515;Ver. tot Instandh. en Best. vd Joris de Witteschool;Jan Wolkerslaan;16;2343 BK;OEGSTGEEST;0579;OEGSTGEEST;Protestants-Christelijk;0715175410;www.nldat.nl/cbsjorsidewitte;Jan Wolkerslaan;16;2343 BK;OEGSTGEEST;706;BO
32580;ZICHT, Stichting v. Katholiek/ Protest.-Christ. Prim. Onderw;Valeriusstraat;33;5421 TR;GEMERT;1652;GEMERT-BAKEL;Rooms-Katholiek;0880088500;www.zichtpo.nl;Postbus;39;5420 AA;GEMERT;445;BO + SBO
32631;Ver. tot Stg. en Inst.houding v. Scholen md Bijbel Brandwijk;B;115;2975 BK;OTTOLAND;1927;MOLENWAARD;Protestants-Christelijk;0184641364;                                                                                ;Postbus;80;3360 AB;SLIEDRECHT;136;BO
32813;Christelijke Schoolvereniging 'Obadja';Joop Westerweelstraat;18;3417 EN;MONTFOORT;0335;MONTFOORT;Protestants-Christelijk;0348474885;                                                                                ;Postbus;104;3417 ZJ;MONTFOORT;165;BO
33034;Vereniging 'Eben Haëzer' voor Chr. Schoolonderwijs Leerbroek;Leerbroekseweg;7;4245 KR;LEERBROEK;0707;ZEDERIK;Protestants-Christelijk;0345599115;                                                                                ;Hoogeind;23;4143 LW;LEERDAM;165;BO
33151;Edese Schoolvereniging;Zuidelijke Spoorstraat;8;6711 NN;EDE GLD;0228;EDE;Algemeen bijzonder;0318615959;www.edeseschoolvereniging.nl;Zuidelijke Spoorstraat;8;6711 NN;EDE GLD;606;BO
33268;Schoolvereniging 'Agatha Snellen';Nicolaasdwarsstraat;3;3512 XG;UTRECHT;0344;UTRECHT;Algemeen bijzonder;0302313219;www.agathasnellen.nl;Nicolaasdwarsstraat;3;3512 XG;UTRECHT;401;BO
33424;Stichting Muziekinstituut van de Kathedraal Sint Bavo;Westergracht;61;2013 ZL;HAARLEM;0392;HAARLEM;Rooms-Katholiek;0235311054;www.koorschoolhaarlem.nl;Westergracht;61;2013 ZL;HAARLEM;706;BO
33645;Ver. tot Stg. & Instandhouding Scholen met Bijbel te Benneko;Rijnsteeg;5;6721 NP;BENNEKOM;0228;EDE;Protestants-Christelijk;0318430203;www.kraatsschool.nl;Rijnsteeg;5;6721 NP;BENNEKOM;638;BO
33853;Vereniging voor Christelyk Nationaal Basisonderwys;Kloosterdijk;150;7693 PR;SIBCULO;0160;HARDENBERG;Protestants-Christelijk;0523241318;                                                                                ;Kloosterdijk;150;7693 PR;SIBCULO;951;BO
33957;Hallsche Schoolvereniging;Dorpsstraat;84;7025 AG;HALLE;1876;BRONCKHORST;Algemeen bijzonder;0314631547;www.dorpsschoolhalle.nl;Dorpsstraat;84;7025 AG;HALLE;744;BO
34139;Ver. Oprichting/Instandhouding Scholen met de Bijbel;De Zicht;3;6744 WX;EDERVEEN;0228;EDE;Reformatorisch;0318571482;                                                                                ;De Zicht;3;6744 WX;EDERVEEN;606;BO
34230;Vereniging voor Buitengewoon Speciaal Onderwijs School Vereniging Gooiland;Meentweg;44;1405 JB;BUSSUM;1942;GOOISE MEREN;Algemeen bijzonder;0356915994;www.gooilandschool.nl;Meentweg;44;1405 JB;BUSSUM;222;BO
34646;Zelfst Onderd vh Kerkgen vd Ger Gem Elspeet;Reijnvaanerf;7;8075 BW;ELSPEET;0302;NUNSPEET;Protestants-Christelijk;0577492228;www.ehselspeet.nl;Postbus;25;8075 ZG;ELSPEET;165;BO
34789;Ver. voor Protest.-Christelijk Basisonderwijs te Nuis/Nieber;Nieuweweg;57-B;9364 PB;NUIS;0025;MARUM;Protestants-Christelijk;0594585810;www.sterrenpad.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
34893;Ver. 'Scholen met de Bijbel', Buurtsch. Horst & Telgt Ermelo;Zeeweg;98;3853 LN;ERMELO;0233;ERMELO;Protestants-Christelijk;0341552312;www.goedeherderschool.nl;Zeeweg;98;3853 LN;ERMELO;606;BO
34919;Sticht. Verstr. Basisonderwijs op Gereformeerde Grondslag;Steijnpad;1;2805 JE;GOUDA;0513;GOUDA;Protestants-Christelijk;0182512691;                                                                                ;Hovenierskade;16;2805 PK;GOUDA;606;BO
34932;Stichting School met de Bijbel;Saenredamstraat;4;2525 TN;'S-GRAVENHAGE;0518;S GRAVENHAGE;Protestants-Christelijk;0703808494;www.beatrixschool.info;Postbus;80;3360 AB;SLIEDRECHT;136;BO
35218;Christelijk Instituut 'Groen van Prinsterer';Dalweg;11;1217 HX;HILVERSUM;0402;HILVERSUM;Protestants-Christelijk;          ;www.degroenvanprinsterer.nl;Dalweg;11;1217 HX;HILVERSUM;606;BO
35297;Stichting Rehobothscholen Uddel;Het Drie;21-23;3888 KD;UDDEL;0200;APELDOORN;Reformatorisch;0577401424;                                                                                ;Het Drie;21-23;3888 KD;UDDEL;606;BO
35466;Stg Scholen voor Christelijk Basisonderwijs Zeist e.o.;Laan van Vollenhove;3045;3706 AL;ZEIST;0355;ZEIST;Protestants-Christelijk;0306994259;www.cbozeist.nl;Laan van Vollenhove;3045;3706 AL;ZEIST;706;BO
35504;Leeuwarder Schoolvereniging;Jelsumerstraat;10;8917 EN;LEEUWARDEN;0080;LEEUWARDEN;Algemeen bijzonder;0582126618;www.leeuwarderschoolvereniging.nl;Postbus;4079;8901 EB;LEEUWARDEN;780;BO
36063;De ver. tot st. & instandh. v. Scholen m.d. Bijbel Ommerk. e;Ommerkanaal Oost;30;7731 TT;OMMEN;0175;OMMEN;Protestants-Christelijk;0523610058;                                                                                ;Ommerkanaal Oost;30;7731 TT;OMMEN;715;BO
36336;Ver. tot St. instandhouding scholen Bijbel Geref. grondsl.;Koolweg;9;6446 TM;BRUNSSUM;0899;BRUNSSUM;Protestants-Christelijk;0455216561;www.gbbenjamin.nl;Postbus;196;6400 AD;HEERLEN;401;BO
36349;Ver. Prot. Christ. Onderwijs Wilhelminascholen Doetinchem;Verdilaan;14-A;7002 LN;DOETINCHEM;0222;DOETINCHEM;Protestants-Christelijk;0314323384;www.wilhelminabasisschool.nl;Verdilaan;14-A;7002 LN;DOETINCHEM;638;BO
36440;Stichting Algemeen Basisonderw. Comenius;Celebesstraat;7;1782 TC;DEN HELDER;0400;DEN HELDER;Algemeen bijzonder;0223613864;www.abscomenius.nl;Postbus;6032;1780 KA;DEN HELDER;706;BO
36479;Ver. tot Stg. en Instandh. van Christ. Nat. Scholen te Gouda;Livingstonelaan;60;2803 EL;GOUDA;0513;GOUDA;Protestants-Christelijk;0182510112;www.livingstoneschoolgouda.nl;Livingstonelaan;60;2803 EL;GOUDA;706;BO
36700;Stichting de Hoenderloo Groep;Kampheuvellaan;34;7351 DA;HOENDERLOO;0200;APELDOORN;Algemeen bijzonder;0553788800;www.dehoenderloo-groep.nl;Postbus;73;7350 AB;HOENDERLOO;688;VSO
36739;Vereniging voor Voorbereidend Onderwijs;Rapenburg;129-131;2311 GM;LEIDEN;0546;LEIDEN;Algemeen bijzonder;0715133631;www.haanstraschool.nl;Rooseveltstraat;18;2321 BM;LEIDEN;098;BO
36778;Vereniging tot Stichting Instandhouding Ener Christelijke School;Houtweg;24-26;8167 PL;OENE;0232;EPE;Protestants-Christelijk;0578641228;www.cbsoene.nl;Houtweg;24-26;8167 PL;OENE;638;BO
36817;Vereniging Montessorischool Bilthoven;Rembrandtplein;1;3723 CH;BILTHOVEN;0310;DE BILT;Algemeen bijzonder;          ;www.montessoribilthoven.nl;Rembrandtplein;1;3723 CH;BILTHOVEN;950;BO
36831;Ver. Christelijk Nationaal Schoolonderwijs te Staphorst;Staphorster Kerkweg;38;7951 JS;STAPHORST;0180;STAPHORST;Protestants-Christelijk;0522461632;www.cnsstaphorst.nl;Staphorster Kerkweg;38;7951 JS;STAPHORST;715;BO
37038;Gereformeerde Schoolvereniging Westernieland en omstreken;Aemckenheerd;2;9951 VZ;WINSUM GN;0053;WINSUM;Protestants-Christelijk;0595443326;www.gbsdewierde.nl;Aemckenheerd;2;9951 VZ;WINSUM GN;948;BO
37233;Ver. Inst.houd. & Best. School voor CBO, gen. Hofdijckschool;Hazenboslaan;1;2341 SE;OEGSTGEEST;0579;OEGSTGEEST;Protestants-Christelijk;0715237614;www.hofdijckschool.nl;Hazenboslaan;1;2341 SE;OEGSTGEEST;098;BO
37299;Stg. Confessioneel Bas.onderw. West Zeeuws-Vlaanderen;Nieuwstraat;50;4501 BE;OOSTBURG;1714;SLUIS;Samenwerking PC, RK;0117452290;www.scoba.nl;Postbus;80;4500 AB;OOSTBURG;   ;BO
37428;Ver. Chr. Nat. Schoolonderwijs te Helmond;Koekoekstraat;1;5702 PM;HELMOND;0794;HELMOND;Protestants-Christelijk;0492525418;www.rankhelmond.nl;Koekoekstraat;1;5702 PM;HELMOND;950;BO
37519;Ver. v. Prot.-Chr. Basisond. te Oldebroek;Tulpstraat;1-BG;8096 BV;OLDEBROEK;0269;OLDEBROEK;Protestants-Christelijk;0525631823;www.timotheusschool.nl;Tulpstraat;1-BG;8096 BV;OLDEBROEK;638;BO
37545;Vereniging Nieuwe Baarnsche School;Vondellaan;2;3743 HZ;BAARN;0308;BAARN;Algemeen bijzonder;0355422315;www.nbsbaarn.nl;Vondellaan;2;3743 HZ;BAARN;744;BO
37571;De Bussumse Montessorischoolvereniging;Busken Huetlaan;16;1401 BC;BUSSUM;1942;GOOISE MEREN;Algemeen bijzonder;0356913684;www.bussumsemontessori.nl;Busken Huetlaan;16;1401 BC;BUSSUM;638;BO
37650;Stichting Katholiek Onderwijs Midden-Twente;Meidoornhof;4;7621 CL;BORNE;0147;BORNE;Rooms-Katholiek;0742665501;www.stichtingkomt.nl;Postbus;94;7620 AB;BORNE;722;BO
37663;Stichting Lijn 83 primair onderwijs;Picardie;32-A;6591 JE;GENNEP;0907;GENNEP;Rooms-Katholiek;0485540939;www.lijn83po.nl;Postbus;184;6590 AD;GENNEP;952;BO + SBO
37805;Ver. St. Instandh. School met de Bijbel Bleskensgraaf eo;Korenbloemplaats;4;2971 BH;BLESKENSGRAAF CA;1927;MOLENWAARD;Protestants-Christelijk;0184693237;                                                                                ;Korenbloemplaats;4;2971 BH;BLESKENSGRAAF CA;165;BO
37857;Ver. Stichting Instandhouding School met de Bijbel;Doelweijk;39;3264 AC;NIEUW-BEIJERLAND;0588;KORENDIJK;Reformatorisch;0186691904;www.schoolmetdebijbelnb.nl;Postbus;3552;3264 ZH;NIEUW-BEIJERLAND;165;BO
37949;Ver. Prot. Chr. Prim. Onderw. Barendrecht en Ridderkerk;Achterom;70;2991 CV;BARENDRECHT;0489;BARENDRECHT;Protestants-Christelijk;0180620533;www.pcpobr.nl;Postbus;217;2990 AE;BARENDRECHT;413;BO
38001;Samenwerkingsstichting Kans & Kleur;Stationsplein;1;6602 BN;WIJCHEN;0296;WIJCHEN;Samenwerking Opb., RK, Alg. Bi;0246487890;www.kansenkleur.nl;Postbus;5;6600 AA;WIJCHEN;   ;BO + SBO
38144;Ver. voor Prot. Chr. Onderwijs te Gorredijk en Omstreken;Wabbe Wissesstrjitte;15;8401 RE;GORREDIJK;0086;OPSTERLAND;Protestants-Christelijk;0513466448;www.pcbs-librije.nl;Postbus;69;8400 AB;GORREDIJK;780;BO
38169;Stichting Neutraal Onderwijs Wilhelmina;Bachlaan;9;5707 RM;HELMOND;0794;HELMOND;Algemeen bijzonder;0492590175;www.wilhelminaschool.nl;Bachlaan;9;5707 RM;HELMOND;401;BO
